collection_id,property_id,property_name,collection_date,route_id,bags_collected,missed_pickups,completion_time,collector_id,region,ingested_at,processed_at
C006721,P003,Green Oaks,2025-05-17,R17,150,0,18:49,D20,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006732,P002,Maple Court,2025-02-11,R15,109,0,21:56,D13,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006752,P006,Cedar Park,2025-03-31,R23,124,2,16:55,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006764,P006,Cedar Park,2025-06-27,R10,145,0,20:24,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006795,P007,Willow Creek,2025-03-24,R20,139,0,19:07,D13,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006845,P008,Harbor Pointe,2025-01-01,R19,150,0,20:49,D06,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006856,P006,Cedar Park,2025-05-27,R15,134,0,21:14,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006874,P008,Harbor Pointe,2025-05-23,R13,89,0,19:06,D17,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006877,P008,Harbor Pointe,2025-06-03,R22,58,0,20:42,D17,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006900,P004,Birchwood Commons,2025-02-04,R10,139,0,16:35,D10,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006904,P004,Birchwood Commons,2025-03-11,R18,160,3,20:22,D10,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006924,P006,Cedar Park,2025-03-11,R17,109,0,15:35,D02,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006938,P007,Willow Creek,2025-06-06,R18,60,0,16:22,D17,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006957,P005,Lakeview Terrace,2025-04-27,R21,159,2,20:17,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006986,P003,Green Oaks,2025-02-15,R13,114,2,19:23,D04,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006009,P001,Sunset Ridge,2025-01-07,R10,43,1,16:25,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006029,P007,Willow Creek,2025-05-06,R11,129,0,15:23,D20,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006032,P007,Willow Creek,2025-03-24,R16,46,1,17:01,D19,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006059,P007,Willow Creek,2025-01-25,R15,111,0,18:02,D05,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006119,P004,Birchwood Commons,2025-05-30,R12,143,1,19:44,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006136,P008,Harbor Pointe,2025-02-23,R14,107,0,20:37,D18,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006138,P003,Green Oaks,2025-04-28,R16,120,0,20:00,D19,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006141,P007,Willow Creek,2025-06-15,R23,115,0,21:55,D05,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006153,P007,Willow Creek,2025-06-28,R21,102,0,20:18,D02,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006162,P001,Sunset Ridge,2025-03-28,R16,58,0,21:43,D01,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006166,P003,Green Oaks,2025-03-13,R21,118,0,17:12,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006172,P005,Lakeview Terrace,2025-01-18,R18,145,0,18:25,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006193,P002,Maple Court,2025-01-15,R12,49,2,14:29,D02,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006215,P001,Sunset Ridge,2025-04-28,R17,40,0,22:44,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006216,P004,Birchwood Commons,2025-01-14,R20,85,0,15:45,D08,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006247,P006,Cedar Park,2025-01-24,R16,109,1,22:51,D13,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006263,P004,Birchwood Commons,2025-01-20,R10,101,0,14:29,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006315,P008,Harbor Pointe,2025-01-25,R10,86,1,20:34,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006326,P006,Cedar Park,2025-06-20,R19,84,3,18:31,D14,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006333,P008,Harbor Pointe,2025-04-08,R20,93,0,19:44,D19,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006374,P003,Green Oaks,2025-05-15,R19,108,0,14:42,D06,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006377,P007,Willow Creek,2025-01-28,R12,132,0,19:14,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006401,P007,Willow Creek,2025-01-14,R22,134,0,21:07,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006421,P003,Green Oaks,2025-01-09,R10,108,1,20:31,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006455,P004,Birchwood Commons,2025-02-06,R22,100,0,18:28,D06,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006463,P003,Green Oaks,2025-04-10,R21,130,0,21:11,D06,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006472,P001,Sunset Ridge,2025-03-26,R22,92,2,17:27,D19,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006488,P001,Sunset Ridge,2025-06-26,R16,158,0,22:08,D19,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006496,P006,Cedar Park,2025-05-04,R13,142,0,15:11,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006499,P002,Maple Court,2025-02-13,R19,136,0,15:41,D13,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006506,P001,Sunset Ridge,2025-02-20,R13,105,0,19:41,D11,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006536,P003,Green Oaks,2025-05-21,R23,52,1,22:10,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006564,P003,Green Oaks,2025-02-20,R15,93,1,18:49,D17,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006588,P006,Cedar Park,2025-03-26,R14,55,0,19:56,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006593,P001,Sunset Ridge,2025-05-05,R21,92,0,16:56,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006613,P006,Cedar Park,2025-01-21,R23,59,0,21:39,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006659,P003,Green Oaks,2025-06-22,R20,84,0,16:55,D05,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006665,P006,Cedar Park,2025-03-13,R12,136,1,16:18,D06,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006671,P002,Maple Court,2025-02-16,R15,42,0,18:13,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006796,P003,Green Oaks,2025-06-02,R17,52,0,19:16,D18,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006798,P004,Birchwood Commons,2025-03-27,R14,91,0,14:45,D16,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006806,P003,Green Oaks,2025-02-28,R15,135,0,17:41,D17,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006811,P005,Lakeview Terrace,2025-01-25,R13,114,0,21:57,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006813,P006,Cedar Park,2025-06-09,R21,136,1,22:11,D16,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006833,P004,Birchwood Commons,2025-03-04,R13,49,1,17:19,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006863,P008,Harbor Pointe,2025-03-30,R13,111,0,20:34,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006868,P007,Willow Creek,2025-04-15,R12,108,0,15:57,D02,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006884,P007,Willow Creek,2025-02-11,R14,151,0,20:46,D03,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006887,P006,Cedar Park,2025-05-18,R11,72,0,19:15,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006909,P006,Cedar Park,2025-01-14,R23,88,0,20:53,D02,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006929,P007,Willow Creek,2025-06-20,R13,103,0,21:27,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006930,P006,Cedar Park,2025-06-04,R19,116,0,14:10,D08,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006948,P005,Lakeview Terrace,2025-04-08,R16,160,0,15:24,D10,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006950,P002,Maple Court,2025-01-02,R13,74,1,15:40,D16,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006962,P003,Green Oaks,2025-03-09,R24,123,1,20:56,D02,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006977,P002,Maple Court,2025-02-12,R13,68,0,22:31,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006989,P007,Willow Creek,2025-03-01,R21,135,0,16:07,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006994,P001,Sunset Ridge,2025-03-10,R13,64,0,20:52,D19,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006003,P001,Sunset Ridge,2025-06-17,R21,84,0,20:17,D15,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006016,P008,Harbor Pointe,2025-06-24,R24,101,1,16:05,D04,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006023,P006,Cedar Park,2025-02-17,R17,96,0,20:34,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006046,P008,Harbor Pointe,2025-06-10,R14,127,0,19:45,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006051,P008,Harbor Pointe,2025-03-05,R16,129,0,19:19,D14,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006060,P006,Cedar Park,2025-04-29,R12,145,0,20:40,D11,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006062,P001,Sunset Ridge,2025-04-16,R18,41,0,19:37,D18,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006070,P004,Birchwood Commons,2025-02-25,R14,114,0,16:45,D13,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006075,P008,Harbor Pointe,2025-03-31,R15,66,0,14:44,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006077,P003,Green Oaks,2025-05-25,R20,45,0,16:29,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006089,P008,Harbor Pointe,2025-02-10,R17,76,1,21:24,D08,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006095,P006,Cedar Park,2025-04-03,R12,82,1,22:26,D18,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006111,P006,Cedar Park,2025-04-28,R18,126,0,14:34,D10,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006155,P008,Harbor Pointe,2025-05-22,R10,116,0,14:25,D08,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006163,P002,Maple Court,2025-01-11,R14,78,2,15:10,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006199,P002,Maple Court,2025-01-27,R11,50,3,20:11,D16,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006238,P002,Maple Court,2025-05-08,R12,47,0,21:34,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006254,P008,Harbor Pointe,2025-06-01,R18,159,0,19:10,D07,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006278,P001,Sunset Ridge,2025-06-02,R24,132,0,14:03,D19,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006298,P004,Birchwood Commons,2025-01-17,R16,159,1,21:54,D03,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006301,P007,Willow Creek,2025-02-13,R19,132,0,22:33,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006305,P006,Cedar Park,2025-04-28,R17,108,0,19:44,D06,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006307,P006,Cedar Park,2025-04-24,R14,56,0,18:30,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006348,P001,Sunset Ridge,2025-05-12,R13,101,1,14:13,D15,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006357,P005,Lakeview Terrace,2025-04-21,R11,159,0,16:42,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006375,P008,Harbor Pointe,2025-02-09,R12,89,0,19:49,D04,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006398,P002,Maple Court,2025-06-15,R11,153,0,21:33,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006409,P005,Lakeview Terrace,2025-01-27,R11,59,1,21:11,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006422,P007,Willow Creek,2025-03-18,R12,71,0,16:06,D12,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006430,P004,Birchwood Commons,2025-01-31,R10,123,0,19:11,D19,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006448,P004,Birchwood Commons,2025-05-14,R16,95,2,14:31,D19,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006453,P004,Birchwood Commons,2025-04-04,R21,92,0,14:17,D16,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006458,P004,Birchwood Commons,2025-03-05,R12,136,2,18:01,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006479,P003,Green Oaks,2025-02-16,R20,78,0,16:41,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006482,P006,Cedar Park,2025-05-19,R10,104,0,17:15,D06,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006505,P005,Lakeview Terrace,2025-05-29,R12,85,0,14:39,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006522,P006,Cedar Park,2025-05-30,R22,144,0,15:39,D10,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006537,P007,Willow Creek,2025-06-21,R20,64,0,16:14,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006538,P002,Maple Court,2025-04-29,R20,50,3,14:34,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006540,P008,Harbor Pointe,2025-06-21,R19,152,1,19:15,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006558,P003,Green Oaks,2025-06-29,R12,84,0,15:29,D13,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006576,P002,Maple Court,2025-06-01,R15,125,2,15:08,D20,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006587,P001,Sunset Ridge,2025-03-24,R23,99,0,22:28,D06,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006602,P005,Lakeview Terrace,2025-03-10,R11,120,0,21:00,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006608,P003,Green Oaks,2025-01-04,R18,77,1,16:08,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006653,P004,Birchwood Commons,2025-05-01,R19,139,2,21:41,D08,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006670,P003,Green Oaks,2025-05-25,R24,51,0,15:49,D11,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006674,P008,Harbor Pointe,2025-04-06,R19,112,1,21:16,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006682,P006,Cedar Park,2025-06-09,R23,118,3,20:12,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006694,P007,Willow Creek,2025-06-11,R16,135,0,15:34,D01,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006709,P006,Cedar Park,2025-06-18,R14,104,0,21:31,D04,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006716,P007,Willow Creek,2025-05-07,R14,145,0,19:55,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006726,P003,Green Oaks,2025-05-12,R22,137,1,22:38,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006731,P003,Green Oaks,2025-06-12,R13,48,0,19:15,D20,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006735,P005,Lakeview Terrace,2025-01-16,R14,68,0,14:02,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006794,P004,Birchwood Commons,2025-03-30,R17,94,0,19:04,D03,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006838,P008,Harbor Pointe,2025-03-28,R20,112,3,20:15,D03,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006855,P007,Willow Creek,2025-02-05,R14,136,0,17:44,D12,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006866,P005,Lakeview Terrace,2025-04-07,R24,157,2,20:01,D07,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006880,P006,Cedar Park,2025-06-28,R21,42,3,19:04,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006914,P007,Willow Creek,2025-01-07,R24,140,0,18:31,D03,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006927,P002,Maple Court,2025-03-06,R10,40,0,20:58,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006932,P005,Lakeview Terrace,2025-02-17,R18,148,0,18:39,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006969,P002,Maple Court,2025-06-05,R21,65,0,20:23,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006018,P007,Willow Creek,2025-06-18,R24,94,2,17:58,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006019,P007,Willow Creek,2025-01-22,R17,65,0,21:07,D03,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006038,P001,Sunset Ridge,2025-03-19,R19,132,0,16:37,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006052,P002,Maple Court,2025-03-09,R10,123,0,15:18,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006116,P002,Maple Court,2025-05-27,R20,61,0,20:33,D03,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006146,P003,Green Oaks,2025-05-21,R23,58,0,17:10,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006154,P006,Cedar Park,2025-04-28,R13,88,0,15:57,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006160,P003,Green Oaks,2025-03-13,R12,63,0,16:33,D08,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006229,P001,Sunset Ridge,2025-01-04,R17,91,0,15:37,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006232,P006,Cedar Park,2025-05-03,R15,42,0,14:17,D07,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006248,P004,Birchwood Commons,2025-06-09,R23,64,0,21:17,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006249,P001,Sunset Ridge,2025-06-05,R12,69,3,22:18,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006253,P005,Lakeview Terrace,2025-05-16,R12,130,1,14:00,D06,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006266,P003,Green Oaks,2025-02-15,R19,122,0,18:22,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006325,P004,Birchwood Commons,2025-06-01,R19,136,0,14:06,D12,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006370,P002,Maple Court,2025-03-15,R10,146,3,19:37,D03,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006373,P008,Harbor Pointe,2025-02-05,R13,56,0,22:19,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006406,P006,Cedar Park,2025-03-12,R15,124,0,21:38,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006416,P001,Sunset Ridge,2025-05-12,R19,92,0,21:14,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006454,P001,Sunset Ridge,2025-06-08,R13,154,0,17:28,D03,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006493,P007,Willow Creek,2025-01-29,R17,128,1,18:54,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006525,P003,Green Oaks,2025-02-05,R23,80,0,15:48,D07,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006527,P008,Harbor Pointe,2025-06-22,R12,118,1,14:45,D12,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006544,P002,Maple Court,2025-06-12,R14,81,0,14:38,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006557,P008,Harbor Pointe,2025-01-15,R22,117,0,20:49,D07,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006600,P001,Sunset Ridge,2025-06-30,R11,111,0,22:05,D03,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006619,P006,Cedar Park,2025-05-19,R10,115,2,16:52,D19,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006621,P008,Harbor Pointe,2025-02-06,R23,58,0,14:18,D16,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006637,P006,Cedar Park,2025-01-16,R22,104,0,22:45,D03,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006640,P005,Lakeview Terrace,2025-03-28,R13,64,0,18:36,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006641,P001,Sunset Ridge,2025-06-02,R14,46,0,17:11,D10,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006642,P001,Sunset Ridge,2025-03-12,R23,43,1,15:43,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006644,P008,Harbor Pointe,2025-02-13,R18,70,0,14:59,D16,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006699,P005,Lakeview Terrace,2025-04-07,R21,115,0,15:00,D13,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006719,P004,Birchwood Commons,2025-05-09,R20,147,1,16:33,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006742,P004,Birchwood Commons,2025-03-14,R23,155,2,22:55,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006751,P006,Cedar Park,2025-02-25,R22,70,0,14:02,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006758,P002,Maple Court,2025-01-18,R13,81,0,17:22,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006759,P005,Lakeview Terrace,2025-01-15,R18,154,2,16:21,D14,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006777,P008,Harbor Pointe,2025-02-20,R21,85,0,21:44,D17,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006800,P005,Lakeview Terrace,2025-06-29,R18,58,0,15:32,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006842,P004,Birchwood Commons,2025-05-10,R17,105,0,19:44,D15,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006870,P008,Harbor Pointe,2025-06-21,R11,108,1,15:38,D02,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006888,P001,Sunset Ridge,2025-06-16,R11,159,0,20:33,D03,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006897,P005,Lakeview Terrace,2025-05-13,R10,130,2,22:41,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006946,P007,Willow Creek,2025-01-13,R14,117,2,15:19,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006001,P002,Maple Court,2025-01-19,R10,47,0,21:10,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006002,P008,Harbor Pointe,2025-05-09,R19,143,0,22:46,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006017,P007,Willow Creek,2025-04-24,R18,53,0,14:36,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C006030,P004,Birchwood Commons,2025-06-25,R13,142,0,22:49,D10,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
